,timestamp,front-end_carts,orders_carts,front-end_catalogue,unknown_front-end,front-end_orders,orders_payment,orders_shipping,front-end_user,orders_user
0,2019-09-17 11:49:57,92.82999654501482,18.947866092048077,145.74582219555217,580.0738275780553,18.947866092048077,18.875129561944245,18.984234357099993,101.4674594948448,56.37081083046933
1,2019-09-17 11:50:02,93.38861008073313,19.07411448105317,145.08327878391157,575.7873299876354,18.91046621572478,18.91046621572478,18.91046621572478,101.58920648774456,56.967779474870895
2,2019-09-17 11:50:07,92.39664012217737,18.690229446201958,145.28562597723717,576.3426784480564,18.90840333078797,18.544780189811277,18.999309116032144,102.54172575542707,56.99792734809644
3,2019-09-17 11:50:12,92.69259441080747,18.83670612192949,143.6207931053292,574.5559010163821,18.927616865761195,18.98216331206022,18.891252568228516,101.9654902816415,56.81921489481627
4,2019-09-17 11:50:17,93.5931932223111,18.98043778634281,142.40782488546287,574.5036724601847,18.94407679441495,18.962257290378883,18.94407679441495,102.62889971638425,56.9231328630645
5,2019-09-17 11:50:22,92.92727272727272,18.890909090909087,143.25454545454542,576.3636363636363,19.454545454545453,19.545454545454547,19.545454545454547,102.14545454545454,57.89090909090908
6,2019-09-17 11:50:27,92.47272727272727,18.90909090909091,145.0,581.8181818181819,19.127272727272725,19.509090909090908,19.127272727272725,103.29090909090908,57.45454545454545
7,2019-09-17 11:50:32,93.96363636363635,19.27272727272727,143.65454545454543,576.3636363636363,19.127272727272725,19.127272727272725,19.127272727272725,103.52727272727272,57.99999999999999
8,2019-09-17 11:50:37,93.73068111567692,19.127968289755987,143.40521473508124,576.3845958034838,19.146150769118876,19.127968289755987,19.127968289755987,102.94919815266009,57.383904869267965
9,2019-09-17 11:50:42,93.3602414457656,19.14475837242282,140.26762663175884,567.2520999236392,19.126577215373985,19.126577215373985,19.126577215373985,102.48718228428058,57.597905530707976
10,2019-09-17 11:50:47,91.76530482372408,18.782159675630467,138.16614847542684,563.6466117565775,19.12762050219095,19.12762050219095,18.52760959290169,101.98367243040782,56.92830778741432
11,2019-09-17 11:50:52,92.23777495000908,18.41483366660607,134.1937829485548,556.2443192146883,18.178512997636794,18.178512997636794,18.178512997636794,102.6177058716597,56.89874568260316
12,2019-09-17 11:50:57,92.34545454545453,18.527272727272724,133.54545454545453,554.5454545454545,18.654545454545453,18.654545454545453,18.654545454545453,100.58181818181816,55.29090909090908
13,2019-09-17 11:51:02,92.3141262250668,18.619197410767857,131.69809262323398,550.9391421350255,18.655563030710763,18.655563030710763,18.63738022073931,99.8963579831627,55.584850082731776
14,2019-09-17 11:51:07,92.61649788185669,18.636024799549098,132.10668896929147,547.2627770404174,18.636024799549098,18.636024799549098,18.636024799549098,100.85271176887692,55.908074398647294
15,2019-09-17 11:51:12,91.89425070002545,18.655223826320956,129.6047128986509,541.8378850140007,18.673406305683844,18.709771264409614,18.637041346958075,101.18549765446018,56.03840139641442
16,2019-09-17 11:51:17,91.73377933717528,18.92486410820441,129.21991746504992,541.749231915938,18.597633028523646,18.633992037377062,18.524915010816805,100.36904393986221,55.7201810678641
17,2019-09-17 11:51:22,92.12894779905089,18.67306678303242,129.0568919434899,540.0098183603338,18.98216331206022,18.563973890434372,18.909434716994856,100.1654575537737,55.76465026636848
18,2019-09-17 11:51:27,91.98181818181817,18.709090909090907,129.16363636363636,545.4545454545454,18.763636363636362,19.054545454545455,18.87272727272727,101.49090909090908,56.090909090909086
19,2019-09-17 11:51:32,92.59831639424738,18.76329521281431,130.61580698532754,545.4446282794859,18.72693223759568,18.745113725204995,18.745113725204995,101.32543044671914,56.28988563844293
20,2019-09-17 11:51:37,92.43636363636364,18.727272727272727,133.12727272727273,552.7272727272727,18.709090909090907,18.709090909090907,18.709090909090907,102.63636363636364,56.21818181818182
21,2019-09-17 11:51:42,94.45626284114256,19.018527609592905,134.656993763523,558.1919671266751,18.636702485499736,18.58215603920071,19.200349097256314,102.20185821560393,56.23738613429335
22,2019-09-17 11:51:47,93.4351700309147,19.039825422804146,135.58828877977814,556.4829969085287,18.73067830514639,18.73067830514639,18.73067830514639,101.80032733224222,55.90107292234951
23,2019-09-17 11:51:52,93.23636363636363,18.709090909090907,136.47272727272727,560.0,18.709090909090907,18.709090909090907,18.727272727272727,102.36363636363635,56.490909090909085
24,2019-09-17 11:51:57,93.45284631188524,18.945110088907473,139.9065471536881,561.8079671278704,18.817839675642258,18.817839675642258,18.836021163251576,102.25268631479427,56.562607952582674
25,2019-09-17 11:52:02,91.56530118729432,18.69124893179876,137.32976963217513,560.5556464662994,18.945799014527537,18.945799014527537,18.945799014527537,100.89274350442734,56.091928944162625
26,2019-09-17 11:52:07,91.82115594329336,18.61141403126136,139.1130498000727,563.4314794620138,18.466012359142134,18.429661941112325,18.50236277717194,101.56306797528173,56.125045438022546
27,2019-09-17 11:52:12,92.35552969414844,18.60202931228861,139.25155471505983,563.6978579481398,18.638396916027204,18.51111030294214,18.62021311415791,101.41106302505727,56.187947776121035
28,2019-09-17 11:52:17,92.6148140067634,18.835678702592634,138.26769935638703,559.9796371041052,18.61750481800662,18.61750481800662,18.653867132104285,100.97814624922731,56.107050652703535
29,2019-09-17 11:52:22,92.05454545454545,18.618181818181817,136.16363636363636,558.1818181818181,18.58181818181818,18.454545454545453,18.654545454545453,100.34545454545453,55.79999999999999
30,2019-09-17 11:52:27,92.01985490645285,18.25487736140657,136.83885161548395,560.0101820033091,18.03669157621048,17.945780832378773,18.018509427444137,101.20184003345517,54.91008927435044
