,timestamp,front-end_carts,orders_carts,front-end-858c94d57b_carts-5fd657685b,orders-d99bfcf55_carts-5fd657685b,front-end_catalogue,front-end-858c94d57b_catalogue-6786c4d99b,unknown_front-end,unknown_front-end-858c94d57b,front-end_orders,front-end-858c94d57b_orders-d99bfcf55,orders_payment,orders_shipping,front-end_user,front-end-858c94d57b_user,orders_user,orders-d99bfcf55_user
0,2020-05-11 09:24:01,60.634158757863354,9.90873059161485,0.0,0.0,102.2871895567434,0.0,397.2417804146042,0.0,9.950133069564206,0.0,9.890549434566017,9.817824806370677,60.85233264244937,0.0,29.72619177484455,0.0
1,2020-05-11 09:24:06,68.52727272727272,11.709090909090909,0.0,0.0,116.9090909090909,0.0,455.21933892255885,0.0,11.767107676767676,0.0,11.69090909090909,11.69090909090909,70.12727272727271,0.0,34.70909090909091,0.0
2,2020-05-11 09:24:11,77.68667163609258,13.49017326327655,0.0,0.0,131.8473537807029,0.0,509.7365708119564,0.0,13.601472885299229,0.0,13.471992436776178,13.49017326327655,80.37743395814775,0.0,40.452338963329275,0.0
3,2020-05-11 09:24:16,86.1090909090909,14.763636363636362,0.0,0.0,145.1272727272727,0.0,559.9999999999999,0.0,14.909090909090908,0.0,14.763636363636362,14.763636363636362,86.32727272727271,0.0,44.29090909090908,0.0
4,2020-05-11 09:24:21,89.83146373834155,15.726414922822393,0.0,0.0,152.46441103212553,0.0,590.8768612621129,0.0,16.689998727342147,0.0,15.999127320327982,16.76272203334364,91.7222696943803,0.0,47.761031216479104,0.0
5,2020-05-11 09:24:26,92.9090909090909,17.018181818181816,0.0,0.0,157.47272727272727,0.0,607.2727272727271,0.0,16.999999999999996,0.0,17.054545454545455,17.054545454545455,97.45454545454545,0.0,51.16363636363636,0.0
6,2020-05-11 09:24:31,93.16363636363636,17.58181818181818,0.0,0.0,159.18181818181816,0.0,614.5454545454545,0.0,18.254545454545454,0.0,18.236363636363635,18.30909090909091,97.07272727272726,0.0,53.309090909090905,0.0
7,2020-05-11 09:24:36,94.8,18.58181818181818,0.0,0.0,161.03636363636363,0.0,618.1818181818182,0.0,18.363636363636363,0.0,18.38181818181818,18.527272727272724,100.52727272727272,0.0,55.527272727272724,0.0
8,2020-05-11 09:24:41,95.87272727272726,18.58181818181818,0.0,0.0,161.25454545454542,0.0,621.8181818181818,0.0,18.10909090909091,0.0,18.090909090909086,18.145454545454545,102.4,0.0,55.36363636363636,0.0
9,2020-05-11 09:24:46,94.03636363636363,18.436363636363634,0.0,0.0,161.4,0.0,620.5999999999999,0.0,19.018181818181816,0.0,18.454545454545453,19.036363636363635,102.12727272727271,0.0,55.54545454545454,0.0
10,2020-05-11 09:24:51,94.3090909090909,18.87272727272727,0.0,0.0,161.05454545454543,0.0,621.8181818181818,0.0,19.0,0.0,18.96363636363636,19.036363636363635,102.92727272727272,0.0,56.490909090909085,0.0
11,2020-05-11 09:24:56,94.19828730386719,18.90874711368884,0.0,0.0,160.23345030090363,0.0,621.8068762386138,0.0,19.072380502172688,0.0,19.017836039344736,19.090561989782007,103.08903474482281,0.0,56.45351902692678,0.0
12,2020-05-11 09:25:01,95.1090909090909,18.927272727272726,0.0,0.0,160.0,0.0,618.1818181818182,0.0,18.709090909090907,0.0,18.672727272727272,18.672727272727272,104.14545454545454,0.0,56.599999999999994,0.0
13,2020-05-11 09:25:06,94.96881648089897,18.964670800225466,0.0,0.0,158.77229667072748,0.0,614.5789770351109,0.0,18.691928650653672,0.0,18.710111460625125,18.728294270596578,102.2964888993945,0.0,56.22124843173264,0.0
14,2020-05-11 09:25:11,94.03465391538336,19.236013890656533,0.0,0.0,157.8698569116925,0.0,612.7161324339557,0.0,19.25419537826585,0.0,19.3087398410938,19.25419537826585,104.72536862966128,0.0,57.87167506045344,0.0
15,2020-05-11 09:25:16,95.24155863047075,19.23741294979726,0.0,0.0,157.3358546829827,0.0,612.7606960379658,0.0,19.128316089968546,0.0,18.891939560339654,19.05558485008273,103.82384493699655,0.0,57.03947488044802,0.0
16,2020-05-11 09:25:21,95.2,19.236363636363635,0.0,0.0,157.54545454545453,0.0,612.7272727272727,0.0,19.27272727272727,0.0,19.236363636363635,19.07272727272727,103.72727272727272,0.0,57.70909090909091,0.0
17,2020-05-11 09:25:26,94.52727272727272,19.054545454545455,0.0,0.0,158.67272727272726,0.0,614.5454545454544,0.0,19.30909090909091,0.0,19.29090909090909,19.436363636363634,103.85454545454544,0.0,57.490909090909085,0.0
18,2020-05-11 09:25:31,94.78181818181817,19.054545454545455,0.0,0.0,157.69090909090906,0.0,614.5454545454545,0.0,19.454545454545453,0.0,19.436363636363634,19.2,104.69090909090909,0.0,57.70909090909091,0.0
19,2020-05-11 09:25:36,94.32727272727271,18.96363636363636,0.0,0.0,156.5272727272727,0.0,614.5454545454545,0.0,19.363636363636363,0.0,19.38181818181818,19.49090909090909,103.25454545454545,0.0,57.81818181818182,0.0
20,2020-05-11 09:25:41,96.42935059268416,19.38040869754927,0.0,0.0,157.11584612028216,0.0,614.5007635808305,0.0,19.28950621772962,0.0,19.30768671369355,19.41676968947713,103.95607592175114,0.0,58.26848956439531,0.0
21,2020-05-11 09:25:46,95.18008763477027,19.381465791531063,0.0,0.0,157.3062307958037,0.0,618.1705787167506,0.0,19.36328430392175,0.0,19.29055835348448,19.236013890656533,104.45264631552153,0.0,58.10803439937455,0.0
22,2020-05-11 09:25:51,95.58703201992836,19.382875429568887,0.0,0.0,159.8087168391003,0.0,618.2155390294017,0.0,19.219230139825807,0.0,19.14649889994,19.255595759768713,105.44211502445589,0.0,58.18499190864956,0.0
